id,text,clean_text,eng,author.id,word_count,tweet_without_stopwords,tweet_lemmatized,topic_match,topic_similarity,is_vegan
b'gAAAAABkk1Q5ra9R54zQvV8E-0ns4M51o1ubc9aF_SIi88uQGDK8KLwnCQFBpy7kZJAIxXVteptJQf29VoPU1fz1iATO_BVdX3zskmmV1yhoYHQtHaHQ_XI=',@einzweibier Am besten ist immer wenn man gebeten wir was zu einem Geschenk dazu zu geben obwohl die Person nicht mal wirklich kennst oder magst 😜,am besten ist immer wenn man gebeten wir was zu einem geschenk dazu zu geben obwohl die person nicht mal wirklich kennst oder magst,best is always when you ask us to give something to a gift although the person doesn't even really know or like,b'gAAAAABkk1Q5qgIuA8lz72-ihZGukynN5pG_6QaHCk_yp_k9O6ZQcpX6r-hZjYy14NrmKXlZTmja0HoqJ586hNA8yz4c94dQeg==',22,best always ask us give something gift although person even really know like,best always ask u give something gift although person even really know like,1380,0.6299999952316284,False
b'gAAAAABkk1Q5PVeTS5_H1eTCAracf7UgpKNVPFICoejxp4hXt8336rCROUN20wzlNSgtcPdBSnDBntzwDAEuofTalr-uXeSh3hMpF0VuuRcB4iNnU0_82tY=',"Diesel Herren Armbanduhr Silikon Dreizeiger Datum, 45 Gehäusegröße, Polycarbonat Uhr https://t.co/Z1y1jEOqQ6",diesel herren armbanduhr silikon dreizeiger datum gehäusegröße polycarbonat uhr,diesel heart watch silicone three pointer date case size polycarbonate watch,b'gAAAAABkk1Q5v1qk8H_SDEQFGB1_1365nTBgYWA1taol77cSH7OOOCGk43xv_T0ra32icrvS5ZeUrBq2GicXtxH_MqoCAYNtsA==',11,diesel heart watch silicone three pointer date case size polycarbonate watch,diesel heart watch silicone three pointer date case size polycarbonate watch,2146,0.46000000834465027,False
b'gAAAAABkk1Q5R9Q9Yt7irgYL4Om7Dse4ygD7OGros2150RmW5tOwXd3lYHYvpOkYEsv2vFit4k5NGqltTK3DfP3c-UHP9DKeDmjnfRo0qPuUlobzRMMtbSU=',Oder schreibt man solchen Leuten zurück?,oder schreibt man solchen leuten zurück,or write back such people,b'gAAAAABkk1Q5Yuh_wb_N2V5o1PkLLq9bYCkjjHl2T0QJg8AuGh1TArYBKqS39BTJWZY86Ugqeix7isBbi-dBKEU--5HmvbF4Sg==',5,write back people,write back people,1125,0.5899999737739563,False
b'gAAAAABkk1Q5RgOYPaOT9bD_c3-YPZPQRBgg_3nxAh9gWIpg4nHRz2h9jsdul0csExP5DriyC_vuk6XiYnFyAoNLb-QiFmZmZn5GknvoHEapE4QMIw_UFXA=',"@DB_Bahn Naja jetzt hat er +60 und ich habe mich in den IC gerettet, aber zwischen durch noch einen Polizei Einsatz ausgelöst, weil im FEX ein herrenloser Rucksack war",naja jetzt hat er und ich habe mich in den ic gerettet aber zwischen durch noch einen polizei einsatz ausgelöst weil im fex ein herrenloser rucksack war,well now he and i have saved myself in the ic but between triggered by another police intervention because in the fex was a herringless backpack,b'gAAAAABkk1Q5o0eVOi3Y3OHTV9csJxznG_zodCHE2zvsRbZu3c-s3rncRCkdp2m98jnmSVxSMFLfeGc66alQYMrdDkWgfE-yBRhFswfABb1XQIywiEm4kTo=',26,well saved ic triggered another police intervention fex herringless backpack,well saved ic triggered another police intervention fex herringless backpack,3212,0.46000000834465027,False
b'gAAAAABkk1Q5aQfuNw9T3wFsZzl8QY_0tuQ7QVwU5Y3hQAct-SQfQpp3JonIUQ5RarQWzdPQcd2Y1SAvfeGNnaR7IoAtoMqSmWc4gNGrBB5ULifCmC4R9m8=',16 April 1952: the HO-Kaufhaus on East Berlin's Alexanderplatz (via Bundesarchiv) https://t.co/cHDA36KTli,april the hokaufhaus on east berlins alexanderplatz via bundesarchiv,april the hokaufhaus on east berlins alexanderplatz via federal archive,b'gAAAAABkk1Q50JagdBNB_kSxxdOvH1JwJpKMdYJwZ5pL-7NqLXK9xvu93obGqI9RjcsmjGtzYPAugz54DuzfhSXFZqGWNBHxWQ==',10,april hokaufhaus east berlins alexanderplatz via federal archive,april hokaufhaus east berlin alexanderplatz via federal archive,3530,0.47999998927116394,False
b'gAAAAABkk1Q5yHyJbPoG5-uINh98LTYquZMWcUSuunW8XFLeE-nkYk2y-p8yam-bkXaKLLtFZdze73MFCUIurb-6yYuqtXtbC5AdwoCy_m-ca0bwkTdKnUI=',"Bäume laufen nicht herum, aber sie\nhaben einen eigenen Willen...🌳🪵🌴\nSchönen Sonntag 🍀☕🎸☀️☔\n. https://t.co/rmVpjwXciG",bäume laufen nicht herum aber siehaben einen eigenen willenschönen sonntag,trees do not run around but they have their own beautiful sunday,b'gAAAAABkk1Q5J7Pcf5BHeJx08QcRwlbQVaFsIa8-pU-3bpsTJ0ePxFcBMTloXhX42XXBGAKdK5qT41FFiUy-dUj4choPjkeW2TaplMNE92B4NEv21hAZ09A=',12,trees run around beautiful sunday,tree run around beautiful sunday,377,0.5899999737739563,False
b'gAAAAABkk1Q5GdXxvWMkVJ6ul_zgi7mk7xnZHRvxrCI1ZrOFHImL2gxosst3GGke8ulFYS1bbu86bhABRE1MN680OqIw4dzjH5guirzMP0fplLRcTJ9KEus=',"Ich hätte gerne ein Bild des Bahnhofs von Drohobytsch gezeigt, aber zwei freundliche Herren mit Kalaschnikow haben mich überzeugt, es zu löschen 🤷 So besonders ist er nun auch nicht. https://t.co/xteFhTNeeV",ich hätte gerne ein bild des bahnhofs von drohobytsch gezeigt aber zwei freundliche herren mit kalaschnikow haben mich überzeugt es zu löschen so besonders ist er nun auch nicht,i would have liked to have shown a picture of the station of drohobych but two friendly sires with kalashnikov have convinced me to delete it so special it is now also not,b'gAAAAABkk1Q5wJgsupmux62G3GsBffqblyLJsyQydYJv2tQiBci7NuLk2uEOgnRFZZL3x8lAz-K3mZ3oGrq4f4-Zucrk1PqLYA==',33,would liked shown picture station drohobych two friendly sires kalashnikov convinced delete special also,would liked shown picture station drohobych two friendly sire kalashnikov convinced delete special also,1061,0.41999998688697815,False
b'gAAAAABkk1Q5IWwnbrSnGOnmGhmJfHe8brC2kseHFyduYcradZowwOVnAV_I65AOiLWJ54aTR4MISaR3Gh2PMjEC1FmmXutA1wGCdBE-bkKJGeOT6evTb3A=',"Ein Drogenschnelltest, den Beamte bei dem 38-Jährigen durchführten, sei positiv gewesen. #Schorfheide https://t.co/afMZKLHjCn",ein drogenschnelltest den beamte bei dem jährigen durchführten sei positiv gewesen schorfheide,a rapid drug test the official carried out at the year had been positive scorfheide,b'gAAAAABkk1Q5kXM2KswEkcPJFk7KmnJeOdoIXSj14TcEhzPjN-vgdwwfPcrmdAW9X6yHiGAxpLnhaxThNKT3H-ZRuBVMfL1Zr2FgOhTE9TIfRoYMpGam5oA=',15,rapid drug test official carried year positive scorfheide,rapid drug test official carried year positive scorfheide,3806,0.4399999976158142,False
b'gAAAAABkk1Q5_HL_Td4iFud60SD261MgPCgRJmE19K5NQgCBjHxaaoDaXMjmkg--sNqPw8yQ8wW4-x6AvMjpzqu98S9vbHh8JffvlUz2ABoEjRYarz8oU2c=',"»Eigentlich schade, dass #Geisel aufhört. Zu Schwarz-Rot hätte er besser gepasst als zu Rot-Grün-Rot«, so @NiklasSchenker via @yannwalt https://t.co/mSoFPdebxq",»eigentlich schade dass geisel aufhört zu schwarzrot hätte er besser gepasst als zu rotgrünrot« so via,"""actually a pity that geisel stopped to black-red he would have fit better than to red-green-red"" so via",b'gAAAAABkk1Q5EWGvSIBS_OLocMURZrj7M3sxnUvxrxKWdFV3bOZTnMtO04odFnZCkPlfeMA7jSZVU4knKottoKHAgXG5Vgl7EQ==',18,"""actually pity geisel stopped black-red would fit better red-green-red"" via","""actually pity geisel stopped black-red would fit better red-green-red"" via",64,0.5099999904632568,False
b'gAAAAABkk1Q5UFhHeDUqUgm2MNbEhFZ0fNT72MstXd0RP7chvVspYOOoK88qLd4s0GNZ295zBbh40blzV-rYodukuZm_9EC0qy0BM2iZADsei-SMUbLj2WE=',Kommentar: Partner-Auszeit: Gleichberechtigung entsteht im Kinderzimmer https://t.co/1AzFiBKKSv https://t.co/aw1nc3gp9o,kommentar partnerauszeit gleichberechtigung entsteht im kinderzimmer,commental partner-outtime equalization arises in the children's room,b'gAAAAABkk1Q5I_bI8M3DzBYTGAD6DZ2cczP-3wjpVNgagI21PzwaOZiCtcG4tC8TfaPGrXZg3S0eqJ1-QW13wEnG0ji6owZ3zQ==',8,commental partner-outtime equalization arises children's room,commental partner-outtime equalization arises children's room,1467,0.46000000834465027,False
b'gAAAAABkk1Q5KIAjhx6Z7ImAju_WWO1DR9WNeU4qlGFzcH7XLzJXYnj_oq7sjC5uyzJNkY46okHvRcIuKGX47QzOEgtYcXvpIO8Y3YKS2nk2Z_nvjmNGonY=',@Disfosgen Haben Sie Katter gebleacht? 😉,haben sie katter gebleacht,have they been blaring,b'gAAAAABkk1Q5wrlU9XP-LJ2y5glfrWYPjgr395bR7YiGn__B-8Ed6Z9Aa-yMVbgGwPtRPXPkjempLuERnVVEo6j1iuzsn6WqP4ItYHg9x_4vNP9ZZnalPtU=',4,blaring,blaring,1322,0.4099999964237213,False
b'gAAAAABkk1Q5y1oNAc2errabRx2uldyeYyHkUwiufRU3b_whBYEulPEWOf0nRV2TCOiNqH_u_veO-ynNPLcsEyEyTLISuT_zX6kmAcfNo9FHHrHil2zq19Q=',"@mimonunbesiegt Der verlorene Sohn kehrt zurück, ich bin entzückt und voller Vorfreude.",der verlorene sohn kehrt zurück ich bin entzückt und voller vorfreude,the lost son returns i am delighted and full of joy,b'gAAAAABkk1Q5y729bpwZG0wIedgUZ4yWzZV-FvDaMbq6KBF0EtRhu9lXJXhtsr_vdDirBBUOH6EHnPX738D2_38IZadtQ8hh_elwTtqPSdEuQWy9dQcq-KI=',11,lost son returns delighted full joy,lost son return delighted full joy,2203,0.550000011920929,False
b'gAAAAABkk1Q5cBmNhaVPOZe6J8fvrzqzCVtwCUYiX5oTDl-z_vUzsLb53abzcvuzl8li6RnsdrRB3wKNiOASJ5BP62yx3Snv9DvDITtCSA5-ib7M7IXpXAk=',Callcenter Agent /in  m/w/d - Berlin - Kabel - VZ o. TZ\nhttps://t.co/HlG02SR4uJ\n#jobBerlin #hrjob #hiring #Callcenter #Inbound #Kabel,callcenter agent in mwd berlin kabel vz o tz hrjob hiring callcenter inbound kabel,callcenter agent in mwd berlin cable vz o tz hrjob hiring callcenter inbound cable,b'gAAAAABkk1Q5oG0E92daUu_mGCsmq9_z1n0qnE-cn1dCvCOSkrwmtttPb9TSyfUfFzrCgAWCGnXJKkzcOm10ROLRJUlrY-fjcBzQFi1F6BNs79-UjxhnOIk=',14,callcenter agent mwd berlin cable vz tz hrjob hiring callcenter inbound cable,callcenter agent mwd berlin cable vz tz hrjob hiring callcenter inbound cable,1567,0.4000000059604645,False
b'gAAAAABkk1Q5qmqQuXZ38s2tmcZoFfygRuEVt5DPRl_qXtloQCgiGNQQSwFl6sSCs3dGKkDRjsDer1gNXyjDj4iphUTEnc4luwZj5UnI1-wNHaQjUFZ068A=',"Blutige Auseinandersetzung am frühen Karfreitagsmorgen in Friedrichshain, nahe RAW-Gelände. https://t.co/khC1hDMbp7",blutige auseinandersetzung am frühen karfreitagsmorgen in friedrichshain nahe rawgelände,bloody confrontation on the early friday morning in friedrichshain near rawgelände,b'gAAAAABkk1Q56Srmynwy2sToYgFGDtxbA_4yckyURE22sIh5CvX4_Km56v52-3AMOaEbqHIun9NkM3B1SZCC37x6g7fDgpRpZw==',11,bloody confrontation early friday morning friedrichshain near rawgelände,bloody confrontation early friday morning friedrichshain near rawgelände,1183,0.3700000047683716,False
b'gAAAAABkk1Q5Tag1NGv6_KaxlqEe4VEFIzezE1zihCkjc93IiWq_AFR3KsW5CryQ3HstjcXtcprZl0mF9hmicPrUhDRrfCJhw-AzQsa_UKHLqp-P11kqZ0o=',"@Me23081 @Bernhard_KS Du könntest a) bei der Arbeitsagentur gemäß § 337 SGB III Abs. 4 eine sofortige Abschlagszahlung verlangen, b) von deinem ehemaligen Arbeitgeber wg. der verspätet ausgestellten Entgeltbescheinigung Schadenersatz verlangen.",du könntest a bei der arbeitsagentur gemäß § sgb iii abs eine sofortige abschlagszahlung verlangen b von deinem ehemaligen arbeitgeber wg der verspätet ausgestellten entgeltbescheinigung schadenersatz verlangen,you could request an immediate payment of the allowance b from your former employer in accordance with § sgb iii abs.,b'gAAAAABkk1Q55cbU0wrsB54BYZwVGgxv7bbnEooDWQonVK8Gk6BsQDTfl_e7JFfGBgjkNYC8Ks_2w7sseVcRSbqOSH6VORIr8pu2smDKCiTV4RQLfhc8Bxw=',21,could request immediate payment allowance b former employer accordance § sgb iii abs.,could request immediate payment allowance b former employer accordance § sgb iii abs.,2018,0.5199999809265137,False
b'gAAAAABkk1Q5hmBwnj1RjM1QfYWrdZBsr-ZSnH9xKVcI9qIKrkAYPvyjDyV5IAhAn4XGftY2Jdw8o9MprcYFj25SnrLbdCWHqHuEvhMeUiBaaZv_XIEO3oA=',@BDR_74 Ach herrje ... du Armer 🫣🥴\nGute Besserung und leichten Verlauf 🍀,ach herrje du armer gute besserung und leichten verlauf,ach herrje du poor good improvement and easy course,b'gAAAAABkk1Q5nlJqCRpD3lAa6xMCzvxjGk9f8GYFc2qClzNhcBtOO1nwAP6zoX8sTyZ2uGloCLEpcbAiOTtlKpYZQMwPT1wlBQ==',9,ach herrje du poor good improvement easy course,ach herrje du poor good improvement easy course,2889,0.4399999976158142,False
b'gAAAAABkk1Q5ZDUYhnw-MZz0b_McKEWMJVTnTgkCJ8ENZMlPvN2PfDyUD8wiJXDVbv8nsHEB85aoCbpw4fLpW-8grtmKCF9PEuN3i-mJRxT337wBWFqliuE=',"@BastiCHSG @JuergenAckerman @carla_hinrichs_ @AufstandLastGen Notwehr bedarf keiner Gefahr für Leib und Leben. Nötigung ist ein notwehrfähiges Rechtsgut, das meint auch das Oberlandesgericht Schleswig. https://t.co/Z8ghapLKLZ",notwehr bedarf keiner gefahr für leib und leben nötigung ist ein notwehrfähiges rechtsgut das meint auch das oberlandesgericht schleswig,notwehr needs no danger for body and life is an unreserved legal property that also means the upper-country court in schleswig,b'gAAAAABkk1Q5EJZ27g6evjjw86bZfx5W0GYsuukkivmFdgIW2otggHeINvJ0g-qBAN3ZIIGnhfox4tbsMPdM_W4yimiLtNl0KFJCASWlgn2zh3UMqlZAhKE=',21,notwehr needs danger body life unreserved legal property also means upper-country court schleswig,notwehr need danger body life unreserved legal property also mean upper-country court schleswig,98,0.4399999976158142,False
b'gAAAAABkk1Q5aC1P2FRy4F91JiHkVQVQF510xMOpdf78sYze0MaJ8DvSjjpkuuqLoOMFPE11k16GMd2r26FxkTi1TyjQVzldBa7xeA5Epu3PFTcTJjwMtlc=',"@10xUngeimpft @SILVERF26971227 Danke! Nach einer Sperre, die selbst nach Beschwerde für ein Jahr nicht aufgehoben wurde, und ein ""Abschwören"" erzwungen wurde, bin ich ein wenig empfindlich, was das angeht.",danke nach einer sperre die selbst nach beschwerde für ein jahr nicht aufgehoben wurde und ein abschwören erzwungen wurde bin ich ein wenig empfindlich was das angeht,thank you after a lock that was not lifted even after complaining for a year and a renunciation was forced i am a little sensitive about that,b'gAAAAABkk1Q5oE5S2_Wd1bvUsRZxfClvYnn5_tSDAE4rl2C9l9DBeWOhV4_AvvUpR9ncTDhNnhzWpf18CeCryETKX1z91zat7A==',27,thank lock lifted even complaining year renunciation forced little sensitive,thank lock lifted even complaining year renunciation forced little sensitive,1466,0.4699999988079071,False
b'gAAAAABkk1Q5-s_59EVe9r-pkQyxHZ_nzxanTY1vnAKONWWdw5WtHUS5xGjrfOKvwbSPg4yePEuivSb8JtW8QZVDQqOgPjBcEd2gK3rmfG2vooP4_84mUCI=',"@Herr_Derlage @DerAktenfresser @notaterrornerd Hömma, man darf ÜBERALL und IMMER Eis? Was sind denn das für komische willkürliche Regeln, die hier aufgestellt werden? Ich verurteile das aufs SCHÄRFSTE!",hömma man darf überall und immer eis was sind denn das für komische willkürliche regeln die hier aufgestellt werden ich verurteile das aufs schärfste,hömma you can be everywhere and always ice what are because for funny arbitrary rules that are set up here i condemn the sharpest,b'gAAAAABkk1Q5nDR6zEjXRtAysx9JgrJijhiEoca8ekq_tE7Us2DxS3BOK8Ea6VBjpMPxsshgBGXw2E4BY9ZdMt_UdWmz0ELqY6cdQK8e8Qws3tp39b28lcE=',24,hömma everywhere always ice funny arbitrary rules set condemn sharpest,hömma everywhere always ice funny arbitrary rule set condemn sharpest,2033,0.49000000953674316,False
b'gAAAAABkk1Q5azkjDUEwJMrcz-ZEhVJN-GpdEkFWUAyCw2Aho5mPSEyfa-a_8FzHGG3BpadlpGyqnHCo6zIfVmsotZEke_SLGL-A4KhasC1sAHDvnDNVG7Y=',[GABY] #Verspätung RE 9 (98949) +21 Minuten #Bahn +++ https://t.co/hjjJrGejtM,gaby verspätung re minuten bahn,gaby delay re minutes train,b'gAAAAABkk1Q59JMmgenYAPiKNiP7DQsBHx2Rg6LWUCckdW_MM6j25i013ojvltMVBnw6ZGHjTGQfGFTyEMKykgi8S_ja8Cx2uw==',5,gaby delay minutes train,gaby delay minute train,1396,0.5899999737739563,False
b'gAAAAABkk1Q5ysB3sfTcGZuI7owIms18AYnfEKe2KGOQjgO1rI62gSIA2bTuHl3yvHPWBn30ZLLmFc5hkJh50_f3b8VyvFpxW7lJeF-k5UI49-R5jUnNitE=',"@anncathrin87 Mit Wasser drin oder leer? Und wozu? Die Hotelgäste können sich doch auf dem Zimmer waschen und Zähneputzen, zum Trinken fehlt beim Wasser ja der Geschmack.",mit wasser drin oder leer und wozu die hotelgäste können sich doch auf dem zimmer waschen und zähneputzen zum trinken fehlt beim wasser ja der geschmack,with water in it or empty and why the hotel guests can wash themselves in the room and clean teeth for drinking is missing in the water yes the taste,b'gAAAAABkk1Q5Ds2iAVmkw_-7CxTzRlh4zDuhXZETC2ZTdtAiKOMBkBkd3fs6QyH0GKKUaaMHxMBMal_EqL-htQmL-6owq0J7Gg==',30,water empty hotel guests wash room clean teeth drinking missing water yes taste,water empty hotel guest wash room clean teeth drinking missing water yes taste,163,0.550000011920929,False
b'gAAAAABkk1Q6637_w7CZHLxYrS7pNr39IoicDJgSywmpc6-ctxA2a7OigXMUChy5OnLV1NUZO7Gw9ZZzZakUobZmvmAQTq2c5ltlf3kGbB3JdumzJMeZ0Lk=',"@berlinerzeitung ich bin ihr dankbar, denn sie hat eine grüne regierende verhindert.",ich bin ihr dankbar denn sie hat eine grüne regierende verhindert,i am grateful to her for she has prevented a green ruling,b'gAAAAABkk1Q6mzJbJl4Y_epOvpY9lpYn31TOpVObC_GXG5AXG-klbcbH1cVHqcYUpKvPKFiilTNyA_9QdqqFk648B6diHN-NjTuI-oTLqXAVpJ7X9TQMjYM=',12,grateful prevented green ruling,grateful prevented green ruling,1637,0.5400000214576721,False
b'gAAAAABkk1Q61xKezpuRb3A_Y80Yi_FC70FYhziDC_PqltFFYYFcPfV0ppDPrbRmpS1b3ljcj2byEZGwIfrMOdS_uPOa56Bw9QvU1mueDwfqFAhlDO6FTuY=',"@1981_official @Waldhexe6 Diese Autos gehören den #Klimaklebern, verstehst Du es jetzt und muss man das auch noch erklären? https://t.co/Gcm8qlcXBl",diese autos gehören den klimaklebern verstehst du es jetzt und muss man das auch noch erklären,these cars belong to the climate glues you understand now and you have to explain that too,b'gAAAAABkk1Q6jXF-0eAaW5Aal9aHRYj9TfcVdStzmNFDAfnSBEgcea79DaxXT1fLYP3yehNgGFfSEu2ZRyT77IxDYJ37jzKG594BSh1yf-oYlTV1Ig6vuMI=',17,cars belong climate glues understand explain,car belong climate glue understand explain,156,0.38999998569488525,False
b'gAAAAABkk1Q6XBEJW1qIlaNMMZc0JiXzoG1B7R3lulbiX93lWy45gn8X5VO6rfqi25ffR7Ti75mEISTckWcvgdPzJ9w_W3Aqd4RtTxOlriJPR_x8dygQPCk=',Die BVG App kann man deinstallieren. Keine Abfahrtszeiten stimmen mehr. Es gilt: Mal schauen was kommt..\n\nWillkommen in der dritten Welt\n\n@BVG_Kampagne @BVG_Unternehmen @BVG_Ubahn @BVG_Bus @BVG #BERLIN @FranziskaGiffey @spdberlin @cduberlin @kaiwegner @jreichelt @BILD_Berlin,die bvg app kann man deinstallieren keine abfahrtszeiten stimmen mehr es gilt mal schauen was kommtwillkommen in der dritten welt berlin,the bvg app you can uninstall no departure times match more it's time to look what comes welcome in the third world berlin,b'gAAAAABkk1Q6fxYFi4RoJuwmQdzzWe9fDeMN5G52jRqZFE4O9Y_eQaOkjCwMK8wauueM2JU-NwvTGhsZzi7yCEOPfIQltfgcK8j1L8v5uKjl1H55-kEK2KY=',23,bvg app uninstall departure times match time look comes welcome third world berlin,bvg app uninstall departure time match time look come welcome third world berlin,3433,0.4099999964237213,False
b'gAAAAABkk1Q6NefvaEOounwL9ZVD7_1QyejpZNaOa_A_JHLA0cUe7Hf9Mte2PuzcHWOeZ0OYIzDBDxF8aJ6zn-MnYAAQWsuJCfQ0YLjpyBDfXhEsxFUo1rA=',#M11 U Johannisthaler Chaussee hat 36 Minuten Verspätung https://t.co/FEsXfh9Fz7 #BVG 21:39 22.4.23,m u johannisthaler chaussee hat minuten verspätung bvg,m u johannisthaler chaussee has minute delay bvg,b'gAAAAABkk1Q6KW9FAU686pjv7zENX4npFyAy95mTecnyj6PDzDWlWqTHa9s_h3RispQQzHbGFXoWoST2Lj7erp9E_6Q8HPbGy364fLXgOJWYuQ5KX5W4poc=',8,u johannisthaler chaussee minute delay bvg,u johannisthaler chaussee minute delay bvg,3457,0.47999998927116394,False
b'gAAAAABkk1Q6rlRwdQTGlE3_6BO-fBPq79brYj9PzZ8p0waff5_P83AS_tfDE1EZixuxA569tEra1xNXkKXrO-faxKHVtsspHcROOvz-CH4mzgmUTAfVcAM=',"@georgrestle @roblagnac Was genau ist wichtig an den ÖRR? Ich schaue weder Tagesschau, noch Tatort, von den idiotischen Schlagersendungen ganz zu schweigen… Talkshows -Fehlanzeige, an spannende Filme oder Dokus kann ich mich nicht erinnern.. daher nutze ich Streamingdienste. Also wofür brauch ich ÖRR?",was genau ist wichtig an den örr ich schaue weder tagesschau noch tatort von den idiotischen schlagersendungen ganz zu schweigen… talkshows fehlanzeige an spannende filme oder dokus kann ich mich nicht erinnern daher nutze ich streamingdienste also wofür brauch ich örr,what exactly is important to the örr i don't watch the day show or the scene of the idiotic hit shows not to mention... talkshows fail to display exciting movies or dokus i can't remember so i use streaming services so what do i need örr,b'gAAAAABkk1Q6BrCn9oRoQREVIzMqB7-j6t5wBGrx_n7NT2iZUSSHK0ljPPrlt0fYoL7oLO9kUKM-FRA18LybdJcCmaiKwSnX1euO-EWVT2c_-bQ8TS-F94Y=',46,exactly important örr watch day show scene idiotic hit shows mention... talkshows fail display exciting movies dokus can't remember use streaming services need örr,exactly important örr watch day show scene idiotic hit show mention... talkshows fail display exciting movie dokus can't remember use streaming service need örr,1825,0.5,False
b'gAAAAABkk1Q6HaZozIqhigD07g5wFmodNLcV2boD1CJuKOD9MsFDgAgwPvYzY-HT6wOtQJlklWvlYq2LcUyzbOfNf0gGCGTpE1nXZJXCPSln8-gc3I2eHd4=',@VQuaschning @greenpeace_de Ihr beerdigt Deutschland!,ihr beerdigt deutschland,you are buried in germany,b'gAAAAABkk1Q66p-ltFv5GcoSUnnd1QRxuECsLJkOLJALloFHa1LKjr7-4vsVApvaKOMM81Nt6gU8yc_5vEdhG5AKEjAD5sPLRPMAZR34RlQfDTHbI6fnF0Q=',5,buried germany,buried germany,2371,0.6499999761581421,False
b'gAAAAABkk1Q6Qh7wEsKhcu-RxpvgSHPiWKGvMJIspaaQ2D81l_KZYCJlLI3L80vZSoFBK4LiiIiTmP6-cmp-kkwN1el3B-lb4cmDdqcUxQryc2Lmzb-1rkU=',@lena_lightless @DunklerOffz @ninaspot Ich habe nie Urlaub. https://t.co/YoClrSPJUz,ich habe nie urlaub,i have never been on vacation,b'gAAAAABkk1Q6_2ITLCfbPGHqApTK09THaZ2-HqdiR4ukEoZH-sr6JV4anS5v1Ya-J0wyvsWGKr-o9stczubKtO8qjPPftvJAFsGrWi5a8CAW-BR-lpws7PA=',6,never vacation,never vacation,1341,0.7900000214576721,False
b'gAAAAABkk1Q60xqEcLBDuWZLSp5mylwBT-6IxRiWcFyxdC7V5Ul_NrJV79VfXiBcnd1Nbz5iPmsLm7N5maNcNtkFd4A7_TF0DqR7dkVnhYeR590lmKmZw7Y=',"@GesGefluester @Nightmare_Cola @Johann_v_d_Bron Das hat historische Gründe. Strauß war der erste ""Atomminister"" und auch sein Nachfolger war von der CSU. Diese Vorliebe wurde weitergereicht, auch Stoiber hat sich mit ""seinem"" neuen Forschungsreaktor in Garching eine Denkmal gesetzt, nachdem das mit dem Transrapid nix wurde.",das hat historische gründe strauß war der erste atomminister und auch sein nachfolger war von der csu diese vorliebe wurde weitergereicht auch stoiber hat sich mit seinem neuen forschungsreaktor in garching eine denkmal gesetzt nachdem das mit dem transrapid nix wurde,that has historical reasons bouquet was the first atomic minister and also his successor was from the csu this preference was passed on also stoiber has set himself a monument with his new research reactor in garching after that with the transrapid nix,b'gAAAAABkk1Q6NyaKbyX4faEQ4Xan-H__KnFeHPbnPfVQ3ycSWm8uNNc6NC_HViBjOC7fSC9abTNbuQgyRHDlQE5T-9Bxx2f6wnS80oPvLHbilkqjUSCIZ0w=',43,historical reasons bouquet first atomic minister also successor csu preference passed also stoiber set monument new research reactor garching transrapid nix,historical reason bouquet first atomic minister also successor csu preference passed also stoiber set monument new research reactor garching transrapid nix,3037,0.5400000214576721,False
b'gAAAAABkk1Q6AXW8uextm-IVq8Hb1SUYnanndm-afqc3np_Ihk40YR7349j0v6PJ0pKLyfg7xbTzJld40MWikbUY8vmE3xIn1FWSCtbjLZzNliqtGuKHKCE=',#RE6 #RegioSH #RE11085 #Westerland(Sylt) (18:50) &gt; #Husum (19:59) Ankunftsverzögerung bis zu 10 Min. Grund: Warten auf einen entgegenkommenden Zug.,re regiosh re westerlandsylt gt husum ankunftsverzögerung bis zu min grund warten auf einen entgegenkommenden zug,re regiosh re westerlandsylt gt husum arrival delay up to min. waiting for an accommodating train,b'gAAAAABkk1Q6NReMzX-11rfaRt67npEzEJwlBRYzo8Q_eUhCKSV86UHHXm8claNd20I6fYsvnWEs1hcz0c-W3cGoyP1oUiEMtPQ_uKpj4KTSc21lUYo45NE=',16,regiosh westerlandsylt gt husum arrival delay min. waiting accommodating train,regiosh westerlandsylt gt husum arrival delay min. waiting accommodating train,1396,0.5299999713897705,False
b'gAAAAABkk1Q6Jyqd2QM2kgXpiCYt6uu9fXOwf3VUoHCIcd4ORctsQx4BfQynJKYZLhMCYM9zqGcRT_Q1O6G2NMHBmRcI0u_6i7cPh_lP2eKex7277fSPkrg=',"@LiebeoderTriebe @BMWK Es ist halt mit wenigen Anpassungen möglich wird aber effektiver und kostensparender mit dämmung, PV etc. Aber Wärmepumpe allein reicht schon und ist Umweltschonender ;) von daher haben beide Recht, je nachdem was man sehen will :)",es ist halt mit wenigen anpassungen möglich wird aber effektiver und kostensparender mit dämmung pv etc aber wärmepumpe allein reicht schon und ist umweltschonender von daher haben beide recht je nachdem was man sehen will,it is possible with few adjustments but more effective and cost-saving with insulation pv etc but heat pump alone is enough and is more environmentally friendly of that both are right depending on what you want to see,b'gAAAAABkk1Q6g1ROicxIRmuVkUuPl0XvBiZdPqOX3y1YPvomTrtTbNBpMITgAk7fMKEzbXjEwImyr6bmWetOTHoVMCsYfq8a_A==',38,possible adjustments effective cost-saving insulation pv etc heat pump alone enough environmentally friendly right depending want see,possible adjustment effective cost-saving insulation pv etc heat pump alone enough environmentally friendly right depending want see,1376,0.5,False
