id,text,clean_text,eng
b'gAAAAABkk1Q6-6tTU8D2uDJhkn_2zXOSxvCqpg_499YZzjEhou0xho1mNhng20EPaZ9suff-Pl0XTgJFUO-wmJfw9u1sjpl59jJA8_WWYUfIecYaFl7B_Lg=',"@MsBonnyParker @HannahLupper Es ist extrem lächerlich sich über einen Tweet mehr aufzuregen als derjenige, dessen Tweet für den Drüko genutzt wurde. Der hat mir Abstand am souveränsten reagiert. Geh mal ne Runde Gras anfassen oder mach Fenster auf kipp.",es ist extrem lächerlich sich über einen tweet mehr aufzuregen als derjenige dessen tweet für den drüko genutzt wurde der hat mir abstand am souveränsten reagiert geh mal ne runde gras anfassen oder mach fenster auf kipp,it's extremely ridiculous to get excited about a tweet more than the one whose tweet was used for the drüko who has reacted most sovereignly to me go touch a round grass or make window on tilt
b'gAAAAABkk1Q6owdu7ofXMcV6EHl5b2zJF2h4U5oRC9ppVE9UGtm2IZbLlEs1CiEwoXiUndq9aC2UVAgXWJIoJQQS7_2FDRRlP4E2iDLD51LxvV796KqstmQ=',@grndmstrfesxh Kriegsverbrecher hassen diesen Trick.,kriegsverbrecher hassen diesen trick,War criminals hate this trick
b'gAAAAABkk1Q6G48MezhLhQaIMaS3VimxGfF7NZXXJrYLCSZi0kctffFOwwmhYItLMKK8_m9KdiHC0eM1MGa3kwh_u9zumYLOdCw-N2fB_szKHSYu8HzN74w=',Koch / Küchenhilfe m/w/d - Berlin Wedding - VZ\nhttps://t.co/a4gQ3QwL19\n#jobBerlin #hrjob #hiring #Köche #Küchenleiter/Chefkoch #Krankenhaus,koch küchenhilfe mwd berlin wedding vz hrjob hiring köche küchenleiterchefkoch krankenhaus,cook kitchen aid mwd berlin wedding vz hrjob hiring cooks kitchen ladder chef hospital
b'gAAAAABkk1Q64HQv_MI6vD7kCx-hhM2HC6kh3gWGt62RgaOZlHahG3E9_TwnoepEc1qoGH8CL_WdNxZnsaWCGTp47MUhhtkh2nizWdkUS7StUayH4BffRh0=',@H_G_753 @SimeonPreuss @felixletkemann @ArminGrau Dann sollte man runterregeln. Und das ist bei großen rotierenden Massen ein Problem...,dann sollte man runterregeln und das ist bei großen rotierenden massen ein problem,then you should set down and that is a problem with large rotating masses
b'gAAAAABkk1Q6ertT96G-vWITG51EfBs6059KSOrxDnileGdqMdWGsVfts2ZCj2RUXpJGGsAt9X3ipilx4dnYzx_G_haWYAaOenLwNh2sviNvSOA3Qkzzm-k=',@abfotography Was ist denn das für ein Klöppel in deiner Ramen-Schüssel?,was ist denn das für ein klöppel in deiner ramenschüssel,What's that bobbin in your ram bowl?
b'gAAAAABkk1Q6lQbTPijBg-Md7bBsyRQunnLg0h6iPK3HAs6VMiGTzM9Tjzo-WwA0aJjpMH_JqSwAMtCwWfid5YwKvF_LyxLdgMCh_uYYwK9FF2KXqX7RsAc=',@jens_wieseke @BUNDjugend_Bln @NicolasSustr @klimaneustart @p4fBerlin @BUNDjugend @bund_net @BUND_Berlin @FFF_Berlin @ljrberlin @KlimanotstandB @Luisamneubauer Ja-Stimmen    442.210\nZweitstimmen:\nCDU                   428.228 \nSPD                    279.017\nGrüne                 278.954\nLinke                   185.119\nAFD                      137.871\nFDP                        70.416,jastimmen zweitstimmencdu spd grüne linke afd fdp,second vote second vote cdu spd green left afd fdp
b'gAAAAABkk1Q6RgS9AT4AtntI2BPf-5rcJ2Yeqm7ztUGW9cdK965hzhDXN8w0lF3G5b42K3_Ll2RBc1f0yluYOgzR0MDoqUDoCDcDwCoPncRdicosdbZB4lg=',"@ulfposh Ich kann das so nachfühlen, hier. Bitte nicht!",ich kann das so nachfühlen hier bitte nicht,"I can't feel this here, please."
b'gAAAAABkk1Q6IiXykfvKePK6ZxQiWVV0P3o3XVEzoHIF8NeTfcO1Bl-413skU6atnao-t9RT1KpxmyF69w3JgZ7YxkFor3YBRu1m8YQ_tk9WzVtl1N9Y9_A=',qrt yourself as kid\n\nJa was soll ich sagen. Ich vermisse meine blonden Haare. Wieso bin ich jetzt rotbraun? Niemand weiß. 🤣 https://t.co/AxZKXoMTFa https://t.co/vyOsqCS1WJ,qrt yourself as kidja was soll ich sagen ich vermisse meine blonden haare wieso bin ich jetzt rotbraun niemand weiß,qrt yourself as kidja what should I say I miss my blonde hair why am I now reddish brown nobody white
b'gAAAAABkk1Q6fo8csdeEKK195MOcrLAhbwOGYUinKDXclqVLm3QrxvcNOfHL72GmSK1iMmF1UVFWLPvbXv7KrnpK6Mw_4lsv9vAxoyj-Ble-uB_DRpj4vYY=',"Es hat Freude gemacht, sich auch mal intensiv auszutauschen. https://t.co/q4BwZENeRW",es hat freude gemacht sich auch mal intensiv auszutauschen,it has also made joy to exchange sometimes intensely
b'gAAAAABkk1Q6dyfihfTeWWX9k4KNu1CXk0wKSrGbeLtVBxwCfgLmdx2JgHsdQFOve8-m1tmZ24pMgoMw1sdidIiARQ0fVOqyvn1cRNxMmjmLs7rPnJgJmUs=',"@worrius Na ja, besser wäre es, den Edelhofdamm in Helmut -Kohl- Allee umzubenennen. Dort wohnen schließlich  immer noch viele seiner Wähler.",na ja besser wäre es den edelhofdamm in helmut kohl allee umzubenennen dort wohnen schließlich immer noch viele seiner wähler,"well it would be better to rename the edelhofdamm in helmut kalb alle living there after all, still many of his pickers"
b'gAAAAABkk1Q6ubYGOb_ffImvNmDk9OTipOIgy84pMcG0yQuvVx9uw1ObDuHzMSc-01BSyzlT2jgKAiLcbWvhsrimgcFWq7086FQjDHy5u4MseEhbWs6uOR4=',@Frollein_Cortex Und mit jetzt 8 Jahren ist er doch noch JUNG!! https://t.co/5l8nIEiI3r,und mit jetzt jahren ist er doch noch jung,and with now years he is still young
b'gAAAAABkk1Q6jbUz3mU0UoXN4qglFLQiDl2fXdXEU0CUDFnmoa_VtgMhd3ZCLTKrQXkUaEChSj0o_OfzJMwDCYmEzOlpN_DSNp2AB89KblQtGT6f6xICyDo=',"@HoellenVogel Wurde mal wegen zu großer Oberweite abgewatscht. \nDiese Plattformen sind so oberflächlich, bin schon lange nicht mehr dort zu finden.",wurde mal wegen zu großer oberweite abgewatscht diese plattformen sind so oberflächlich bin schon lange nicht mehr dort zu finden,has been washed off because of too large surface area these platforms are so superficial I haven't been there for a long time
b'gAAAAABkk1Q66IJLTRf9xE4eH2p06tXxBcEkeUYVVFyfQSqLD5jszNHOjl0q_UG3OA1o9IQ5pFe2Qx154dmASTpVvWiV0Ejh03Mn3j1PPm2h9qyO3yt1r7E=',#U7 Rudow hat 4 Minuten Verspätung https://t.co/GjVX1VE7M2 #BVG 13:34 12.4.23,u rudow hat minuten verspätung bvg,u rudov has minute delay bvg
b'gAAAAABkk1Q6REzlnrAa_Unqea-9kZn6O0jYhp9UYYecTRH5m8k5Jj73uvBgnfY7nlOSJCylWKd3BWVl1kfPODrUS8QR9vv3rRASUgs6KyeTOKiv-ZRw89s=',@JuliaKloeckner Und warum hat ihre Union den Ausstieg beschlossen ?,und warum hat ihre union den ausstieg beschlossen,and why has your union decided to quit
b'gAAAAABkk1Q6KNK8rYGtA3AmO1x9NCE2LnPZQ9reFlcPkhwKtvdwwXLo0b5sDCwBIsyjDPk_ULA4uL-xRz_oejUDEY3xS2jnu5EGKbBZd84-s9dU7PwATMI=',"Der Traum von den eigenen vier Wänden ist schon Luxus, sollte die Zinsen weiter steigen werden wir in 10 Jahren sehr viele Häuser und Wohnungen in der Zwangsvollstreckung sehen und daran sind vor allen die higher Preise schuld!",der traum von den eigenen vier wänden ist schon luxus sollte die zinsen weiter steigen werden wir in jahren sehr viele häuser und wohnungen in der zwangsvollstreckung sehen und daran sind vor allen die higher preise schuld,the dream of one's own four walls is already luxus should the interest rate rise further we will see in years very many houses and apartments in the foreclosure and are blamed above all the higher prices
b'gAAAAABkk1Q6vDsnRo9bgBXpKWHO29dENkSGLf1SQ-5cVn9Hq5H5EaF6dKwK7jPNfdk8ZOA0z7k_geZ_tOo0M2B7ZRFlQcGw28-2EYWWYTOaGlO_r4SNaDk=',#RegioBB #RE2 Wegen einer Weichenstörung fällt #RE18762 ab Bad Belzig (Abf. 15:06 Uhr) aus. Nutzen Sie bitte den nachfolgenden Zug ab Bad Belzig um 15:42 Uhr mit Umleitung über Potsdam Hbf. Weitere Informationen unter https://t.co/RHpIPCkGaC.,regiobb re wegen einer weichenstörung fällt re ab bad belzig abf uhr aus nutzen sie bitte den nachfolgenden zug ab bad belzig um uhr mit umleitung über potsdam hbf weitere informationen unter,regiobb re due to a soft disturbance falls re off bath belzig sampler from please use the following train from bath belzig around clock with redirection over potsdam hbf further information under
b'gAAAAABkk1Q676xfbXevU5JChNPxGLv24mHHsStJCc5SaWxp72RSvIynpWbQ2YqNS1XSwAGVo_l-lSsUbNetFUmosoyGJt3bCSNgTbOcPoGLXpzl3IIpM8A=',"#X83 Lichtenrade, Nahariyastr. hat 10 Minuten Verspätung https://t.co/FEsXfh9Fz7 #BVG 15:03 22.4.23",x lichtenrade nahariyastr hat minuten verspätung bvg,x lightenrade nahariyastr has minute delay bvg
b'gAAAAABkk1Q6aFKXGrsRISdhgEBwj8JpfwAvJAADeoNkUqAkhGWc8hMW2iV_K3XYv3UUXUQlq0I2aAtYQdkfC85yqkY4mF1GhsBh_0bDA5f0fb-0LmWzNG8=',"Zum Ende gab's Gebäck und eine CD mit ""beruhigender Musik"".\n\nDie sollte NVA-Norbert nicht so einfach verschenken, denn er hat definitiv Bedarf an Beruhigung.",zum ende gabs gebäck und eine cd mit beruhigender musikdie sollte nvanorbert nicht so einfach verschenken denn er hat definitiv bedarf an beruhigung,at the end of gibs gebäck and a cd with soothing music which should nvanorbert not give away so easily because he definitely needs to calm down
b'gAAAAABkk1Q6dsfhAqlUMfq35On7N2zHEdBfgDxB5zYJUdGr3qJFqVDe-TBIFnrCKjDgPKMpZSA4aYT5gdiWODXBHaRmV7xBIROqtsTCrdJrgcenSzZF4X8=',"@Cynt39968426 @uShallSee Sie weiss es und spricht auch darüber. Sie hat eine Essstörung wegen zuviel Stress, wenn ich das richtig verstanden habe.",sie weiss es und spricht auch darüber sie hat eine essstörung wegen zuviel stress wenn ich das richtig verstanden habe,she knows it and also talks about it she has an eating disorder because of too much stress if I understand that correctly
b'gAAAAABkk1Q6ACOemVVFyAph0VZZHMi-ODbtXr_ypXJ5gm3xSdTX9POxtFBFrZ-P4cVSLCFSy7QKp4naYsyNnFnWmEWufS-8oZJdLP5t8McnDxpcTpc47NE=',@SevimDagdelen Wie oft wurden NATO Mitglieder von Russland angegriffen und wie oft die die es nicht waren? Im Gegenzug hat die Nato wie oft Russland angegriffen. Sie merken es jetzt sicher selbst.,wie oft wurden nato mitglieder von russland angegriffen und wie oft die die es nicht waren im gegenzug hat die nato wie oft russland angegriffen sie merken es jetzt sicher selbst,how often nato members of russia were attacked and how often those who were not in opposition has the nato attacked as often russia they now surely feel it themselves
b'gAAAAABkk1Q6dNnqwVX5Yfe1lMRMqI4XnigawBHw5TJPsrDZZqpSV2Pir5LZqa5_GbhKKQe-_rpbNH1BldfI20Lgfr1vr-PRkIq9hSlWORVBZ2g98yR8Tw4=',"@np1989 @HolzheuStefan @TJargstorff Was für ein Humbug! Genau die kann man damit verdrängen, aber völlig korrekt, nur, wenn man weiter Kernkraft nutzt. Vielleicht macht es ja langsam mal Klick.",was für ein humbug genau die kann man damit verdrängen aber völlig korrekt nur wenn man weiter kernkraft nutzt vielleicht macht es ja langsam mal klick,what a humbug exactly that you can suppress with it but completely correct only if you continue to use nuclear power maybe it makes you slowly click
b'gAAAAABkk1Q61nHjJ63oyC1dWI9mUhvEKLaA8IQGYdYIR3NSkKD9n2mT7ojdPrWXVSqFZ9GTgQ4Fw2oyPQoQYtRPX6CODtjTYX-Q4c46wzK2yf-qRyzCx_c=',"@stephanpalagan Das sind Straftäter, die trotz einschlägiger Vorstrafen immer und immer wieder weitere Straftaten begehen. Mit Ankündigung.\n\nDas fällt unter die Definition Intensivtäter.\n\nDass die Polizei hier hart durchgreift, ist zu begrüßen.",das sind straftäter die trotz einschlägiger vorstrafen immer und immer wieder weitere straftaten begehen mit ankündigungdas fällt unter die definition intensivtäterdass die polizei hier hart durchgreift ist zu begrüßen,"they are offenders who, despite the relevant criminal penalties, continue to commit further crimes with notice that falls under the definition of intensive offenders that the police here is hard to reach through is to be welcomed"
b'gAAAAABkk1Q6gSQ7U7qiRZWzFT_KkLSATHuVI6f_l6DxG0a_srLP9RxsNtksD4nti545AHkeMpJSZ6ftNf9npd7odGvGRnS4sUI3-PYd2aqr7bl3lje80UE=',@cldbusch @Valeriolm2 @josefheynckes @ChialoJoe @JM_Luczak teure Wohnungen treiben den Mietspiegel Goch,teure wohnungen treiben den mietspiegel goch,expensive apartments drive the rental mirror goch
b'gAAAAABkk1Q67jeV5jTqiIxZDn5JLMe4qPagABixC74K9aDI2ovLzAFCVqAWgWaTUWhCf27doviBdhQxbf70sadktQ7BQCSMggMCi3B27CAUyatPhFe53R8=',Tooooooor für Berlin. #s04bsc https://t.co/AN6zp1hXna,tooooooor für berlin sbsc,Tooooooor for berlin sbsc
b'gAAAAABkk1Q6AewOg4jTflW1r2wSThPOH8n3yMxP74WBY65MbBUEjQ41NlnEwQmO05Gq8W30-CCRccWCployTFo1m4JcJZgO34auMKHr1V2sU5nKgu0ClwA=',Man kann auf wenigen Quadratmetern glücklich sein: Immer mehr Menschen leben in Tiny Houses. Dabei gibt es aber einiges zu beachten.\n\nhttps://t.co/6oJHmeiAXr,man kann auf wenigen quadratmetern glücklich sein immer mehr menschen leben in tiny houses dabei gibt es aber einiges zu beachten,you can be happy on a few square meters more and more people live in tiny houses but there are some things to consider
b'gAAAAABkk1Q6H_09WLoagLk9JNmLZeBkRBt-1ghzeEXonxYtp5E6UkagSgeyOS1uq4-OfQjnLySMhe-qD6zJbLWSCxgPwJy0cwuBdUAwg58V6FJzqEbk5ag=',"@netoll_nemez @RZitelmann Geh kacken, Putinpudel.",geh kacken putinpudel,Go poop putin poodle
b'gAAAAABkk1Q6pQ6bkhshGFeXa8s7P0mlbtv3inFE6mhG5fnykFVi1kZn-7jleYQT2GSs5TzOruIz-jRO-Nh6SPvmQa3ie421Ktz9kTrJMUP6jDMXRW7aB0w=',@T_r_e_s Auf dieser Strecke findet bereits an verschiedenen Stellen immer wieder Geschwindigkeitsüberwachung statt. Leider können wir dies natürlich nicht 24/7 realisieren. Tauschen Sie sich doch aber gern noch einmal mit den Revierpolizisten der Region aus: https://t.co/9hREkPuvjT ^db,auf dieser strecke findet bereits an verschiedenen stellen immer wieder geschwindigkeitsüberwachung statt leider können wir dies natürlich nicht realisieren tauschen sie sich doch aber gern noch einmal mit den revierpolizisten der region aus db,on this route already takes place at various places time and again speed monitoring instead of unfortunately we can not realize this of course exchange but gladly once again with the district police of the region from db
b'gAAAAABkk1Q6ugwGLzQ4vcz0gFdKWsVyZC1tsmRibGYV_tLO__Osk_Hignj6TQguwnertJ56oUUKS3zoFODiXhdo_AjnTKzcNF2SDi6dCOTshP8q2OJHpmk=',"@josisch Na logo, Berlin ist doch die Stadt der unbegrenzten Möglichkeiten!",na logo berlin ist doch die stadt der unbegrenzten möglichkeiten,na logo berlin is the city of unlimited possibilities
b'gAAAAABkk1Q6zQTaXTlwJ01Fg0Nxp2_j5bz7SibrnI-wS3TI08jxvXNgmaRDDvJnbMCoLmwaVBKdvrUEjCrwaojWweKzRnNuV6C2O6fiC0HG9ZEiGRffVi8=',"#S8, Reparatur an einem Zug von #Mönchengladbach Hbf in Richtung #Neuss Hbf. Verspätungen und Teilausfälle wahrscheinlich. Kurzfristige Änderungen im Zuglauf möglich. Zuglauf in der Onlinereiseauskunft überprüfen. Bisher keine Infos zur Dauer der Beeinträchtigung.",s reparatur an einem zug von mönchengladbach hbf in richtung neuss hbf verspätungen und teilausfälle wahrscheinlich kurzfristige änderungen im zuglauf möglich zuglauf in der onlinereiseauskunft überprüfen bisher keine infos zur dauer der beeinträchtigung,s repair at a train of mönchengladbach hbf in the direction of new hbf delays and partial failures probably short-term changes in the course possible train in the online travel information check so far no informations about the duration of the impairment
b'gAAAAABkk1Q6Aechgj-i04C-GskPnAvGnJJf5bZ9M_AqEWE9-bgRt0SBlO-CpwA_PIHh1TaRWercEn8fUZ2MOiGa-vpUvTNxlsgOCwV5KZy4D7pShiXt4fI=',@BergnerTill @EibanChristian Grüne Rollos😉,grüne rollos,Green roller blinds
b'gAAAAABkk1Q6XXtRWk0jg3_jLs5bhDeEa_fN2pCdRWk3bSOxRT218dWhozqrt0ZNoMTG_NpwM44NEBIdG4t2bKoRuTDJ4azVDq-7xp2NdTaiiRAyNMN3YaA=',"@JoergAltSJ Daran sieht doch jede/r, dass die sogenannte Klimakrise nur ein Vorwand und unwissenschaftlicher, politisch bestimmter Trugschluss ist.",daran sieht doch jeder dass die sogenannte klimakrise nur ein vorwand und unwissenschaftlicher politisch bestimmter trugschluss ist,everyone sees that the so-called climate crisis is only an advance and unscientific politically determined conclusion
b'gAAAAABkk1Q6y4nWlZAHF7Gw7i2LXLgmdfW_zmQbpIAjSZfwIzvgttBVdVCuXx_MUQjRY72wYrun1Q-jXKyoGrqMh6mhvQlaw0uPWkdwVF6Ss-34-xjrUsM=',In 11 Tage geht es endlich mit @kendriinchen in den Urlaub. https://t.co/Nod4cUWXNS,in tage geht es endlich mit in den urlaub,in days it's finally going on vacation
b'gAAAAABkk1Q69Dg96aW80u7aQrhtJrGfVn8EI95dp8l_gbBhk1QDciERclt0chbEuzhZpaX6_YcakDdkV7Bup1z077Ulnv_SgnkwdZpuqEo6NtHLZsSro3I=',"@RealTadzioM Naja komm, ich komm mit deiner Ansicht auf den radikalen Klimaaktivismus nicht klar und dein Konsum öffentlich zu machen auch nicht gerade toll, aber bin mir sicher du bist an sich kein schlechter Mensch und finde es gut dass du nicht direkt blockst und…",naja komm ich komm mit deiner ansicht auf den radikalen klimaaktivismus nicht klar und dein konsum öffentlich zu machen auch nicht gerade toll aber bin mir sicher du bist an sich kein schlechter mensch und finde es gut dass du nicht direkt blockst und…,"Well, I can't get along with your view of radical climate activism and making your consumption public either, but I'm sure you're not a bad person in itself and I think it's good that you're not directly blocking and..."
b'gAAAAABkk1Q7v3L6YBd9HLJHsZW3dnLOsYgFV5F3VGhycnJscdPD_MD6Q6qV-x0BKq5ycK9oNEFv1Qnk-ChAQk8L0BVtoi45tBK0cfwH0gAkXk0OylnDfIA=',"#RB33_ODEG, Zug 62131 hat ab Treuenbrietzen (planmäßige Abfahrt: 08:33 Uhr) in Richtung Potsdam Hauptbahnhof +25 Minuten Verspätung.",rbodeg zug hat ab treuenbrietzen planmäßige abfahrt uhr in richtung potsdam hauptbahnhof minuten verspätung,rbodeg train has scheduled departure clock in the direction of potsdam main station minutes delay
b'gAAAAABkk1Q7DG_s2lQTFLRufg8kFJfqaqv4a4lGSDSuvft7QjT2IgrZJBnGyi1o0MDtJIzyjqj3G3noQIyf3UN7TDC3_5qoif_WKQ6HQShDYec-VG40ZTc=',"Gastbeitrag von Gabor Steingart - Das Beispiel Telekom zeigt, wie die USA Europa bei der Digitalisierung abhängen https://t.co/MDlL1kjaPB https://t.co/qAQZtaAMvO",gastbeitrag von gabor steingart das beispiel telekom zeigt wie die usa europa bei der digitalisierung abhängen,guest contribution of gabor steingart the example telekom shows how the usa europa depend on the digitalisation
b'gAAAAABkk1Q7giScB6tQdATrhZs4ulc2_4-A4c-7Jl0xQua2IhSk9D5fcr3qaYwdlkWNu5w-C4yva5L3Sn8B-0dT8ZGGym7YFo86NI0fq519DriA67LyIqA=',@DreiMaLinks @Drillisch_Tel Was passiert da bei Dir? Du sitzt doch in Berlin...oder?,was passiert da bei dir du sitzt doch in berlinoder,what happens there with you sitting in berlinoder
b'gAAAAABkk1Q7kVXDThDM8Srw-8wcIfJC2ABzMNdHuSCGCH3IwOdazNCdP4BB4LSR92pEWyQDVIFmZhtKdz5XlXw-yu37Thb1aziwCJyRcWQfYbgzX5gu2b4=',"@Kalteline Nicht nur bei dir, befürchte ich…",nicht nur bei dir befürchte ich…,I'm not just afraid of you.
b'gAAAAABkk1Q74HzdyZy8KBPRFTKNzjg8MeVC6oHoWJiXJv3_es2fxN91t3IKTwsQtT4UrZGaCtA8NzigksklOaiZjNGXViS0rxKTIx8Yb-nFhRDmevk96Z4=',@FrauKatinka Ich bekomm sowas gar net mit 🙈,ich bekomm sowas gar net mit,I'm getting this kind of net with
b'gAAAAABkk1Q7E7TV04YekuVORegDj-J6tO8yDyJLtKGPmsfLCofmLHTW2Ux0bN9XNQapnI7zwnfi5zAkbrksmP_06eQfxp7Z8S-u01SE7whNSTiXQ2u0gbI=',"Achja und Nummer fürs Wochenende, falls es alles nichts hilft und er eine Infusion braucht. Ich will das mein Baby wieder fit ist😭!\nAber das wird er bestimmt ganz bald. Alles wird gut nur Mut! 💪🏼2/2",achja und nummer fürs wochenende falls es alles nichts hilft und er eine infusion braucht ich will das mein baby wieder fit istaber das wird er bestimmt ganz bald alles wird gut nur mut,achja and number for the weekend in case it all doesn't help and he needs an infusion I want my baby to be fit again but that he's going to be all right soon
b'gAAAAABkk1Q7ZA33M-4Jg79D3Y_vwhYCSM4n7VJXKdUjKjdunOnKi9Op5yokf7uzKSggPO3UN3KPSSTG4dgmzw0WOOaucnpTyWnEIV0gyXoTQm7UVLLK5nk=',Russland erklärt den Westen zur „existenziellen“ Bedrohung via @welt https://t.co/M2zlPiNkUC,russland erklärt den westen zur „existenziellen“ bedrohung via,"russia declares the West to be ""existent"" threat via"
b'gAAAAABkk1Q7WBRv4n5oz0AEad9NUSNp806Aqmab5NOBSLoiLYAzU60O8lhp2BGzt6eUUsNnq14WRY4x2kAHEI7z4g9ampMDDxrJ8k96tHmbFeeqJrcUB8E=',@csu_bt Klimastraftäter? Guter Hinweis - muss dringend in §§ 324 ff StGB ergänzt werden!,klimastraftäter guter hinweis muss dringend in §§ ff stgb ergänzt werden,climate offenders good advice must be urgently supplemented in §§ ff stgb
b'gAAAAABkk1Q76Cqe9ICw3dgJs0VWSXxK7n0WN0SHRoraTpnwL1zIdPHI2p2q6xj6HkCHTfRuMLatZpRmPm3COgjGzB6J4wGlDK3lVAKz56GxhrdeDi04oZk=',"@bruno_wolters @BettinaGruber5 @gutsherrhase Der gemeinsame Feind ist der Westen. Und die hier agierenden Gruppen haben ausländische Unterstützung. Der Islam ist eine religiöse und politische Macht, der wir nichts entgegen setzen können, da wir nicht mehr so glauben.",der gemeinsame feind ist der westen und die hier agierenden gruppen haben ausländische unterstützung der islam ist eine religiöse und politische macht der wir nichts entgegen setzen können da wir nicht mehr so glauben,the common enemy is the West and the groups operating here have foreign support of Islam is a religious and political power that we can't oppose because we don't believe that way anymore
b'gAAAAABkk1Q71FO8Y0PMzMVZZRRmG4Q62LqqELgsRKZKk2wz6ucB7gJ0QxUL4d59CoZAWpFJCtobnIIc1gbMD1rehOmmkiZV6Rr77T5fHWGjlBGlu7pwb0k=',"5. Wer ist blöder als Söder?\nDer Fraktionsvize der CDU, Torsten Frei, pflichtete Söder bei. Frau Haßelmann von den Grünen wirft Söder sogar vor,unseriös zu sein,was wohl der letzte Vorwurf ist,dem man einem bayerischen Landesvater vor der möglichen Wiederwahl unterstellen könnte! https://t.co/oe9kS8Xs9B",wer ist blöder als söderder fraktionsvize der cdu torsten frei pflichtete söder bei frau haßelmann von den grünen wirft söder sogar vorunseriös zu seinwas wohl der letzte vorwurf istdem man einem bayerischen landesvater vor der möglichen wiederwahl unterstellen könnte,who is stupider than the söderder fractional vize of the cdu torsten free obliged söder at woman hatelmann of the greens even throws söder to be unsavory what is probably the last accusation to be subject to a Bavarian country father before the possible re-election
b'gAAAAABkk1Q7NMIClFjBQoGYcSCdnUC6j0HAE3qrQkrmX4IGraZYtw7_-2YRBaclpRJNZ0arb6yqjvcO0YrcrJEbBPkQZ6AbEHrW8pUUI1M4bLmCCH6n65k=',"@irisarianee Nanu, Ukraine ist abhängig von der Gnade und dem Wohlwollen der USA? Immer irre, immer wird alles bestritten und am liebsten im Keim erstickt und dann, peng wird genau DAS so ganz beiläufig bestätigt, in der Hoffnung, fällt keinem auf 😂😂🤦🤦🙉🙈",nanu ukraine ist abhängig von der gnade und dem wohlwollen der usa immer irre immer wird alles bestritten und am liebsten im keim erstickt und dann peng wird genau das so ganz beiläufig bestätigt in der hoffnung fällt keinem auf,nanu ukraine is dependent on the grace and the benevolence of the usa always madly everything is contested and preferably suffocated in the germ and then peng is confirmed just as casually in the hope nobody notices
b'gAAAAABkk1Q7eklrsDRPyNoX6CaEcomJO5xK6eaR-cdyzqBBy_lU6gX-BQ0DTbNUmgfm2HlWYmGkf0w_bFHEhdEEywwiu5x1ZvVSCXitD6OMDYgEywit1Mk=',"@mjsa1980 @fckoeln Das stimmt, wobei er locker noch eine Saison dran hängen könnte. Er ist immernoch auf einem Niveau unterwegs auf dem er unserer Nationalmannschaft gut tun würde.",das stimmt wobei er locker noch eine saison dran hängen könnte er ist immernoch auf einem niveau unterwegs auf dem er unserer nationalmannschaft gut tun würde,that's right where he could hang on to another season he's still at a level on the road where he'd do good to our national team
b'gAAAAABkk1Q7POJwbwIJxrvCqjstBhnAkYgWhGdd-1H0YZBTYqq1N5QtD2ujvYqqlTY5oTaBQgoJMXYOMfbGPzN0eH7PFogBO1F29IWZQ09QPwmH42A7NEc=',Lagermitarbeiter / Kommissionierer m/w/d - Berlin Wedding *\nhttps://t.co/qiSiYqJVsw\n#jobBerlin #hrjob #hiring #Logistik #Kommissionierer #Lager,lagermitarbeiter kommissionierer mwd berlin wedding hrjob hiring logistik kommissionierer lager,warehouse staff picker mwd berlin wedding hrjob hiring logistics picker camp
b'gAAAAABkk1Q7C0SNUpmxOXWW7CVlqbuONu09CU_QK5Gg5pAclGp7yR4MZXKQvEisGV9EInOx4ziZ8EIREdwNUbMQ-UiSlcrZ76Y9vqmoPvNphztwR5ToNE0=',@MrMoneypenny78 Autschi... gute Besserung,autschi gute besserung,autsch good improvement
b'gAAAAABkk1Q7BZWrVe5QrmAAEoffVUo5LzdQTP_0MvFW3811StYeEUo36NN3TmTV6GFlqHC-gVMU7uc16YTQoEqrWxvMpjStzJLZJuZkrKnelzG5ki0X96s=',"@Pflasterfahrer Knoblauchpresse von IKEA ist absoluter gamechanger, ansonsten nen coolen aktiven Ausflug gemeinsam?",knoblauchpresse von ikea ist absoluter gamechanger ansonsten nen coolen aktiven ausflug gemeinsam,knoblauchpress by ikea is absolute gamechanger otherwise n n cool active flight together
b'gAAAAABkk1Q70sx-M6gdQEUPTZDVkCXweyK9o0_kaicBQ3uTuda4xwZxuD1rRLEYSQeF_1IL-nRY9N--6MkFvkdxGPiKxGr4zUPLgeSRdvjb5mxV5zTQUY0=',@Feneliactx Das passiert halt wenn man in biologie und ggf sexualkunde lieber schwänzt und dann denkt alles was man(n) über frauen wissen muss lernt man bei tiktok/youtube/pornhub,das passiert halt wenn man in biologie und ggf sexualkunde lieber schwänzt und dann denkt alles was mann über frauen wissen muss lernt man bei tiktokyoutubepornhub,"that happens when you prefer to skimp in biology and, if necessary, sexual education and then think everything you need to know about women you learn at tiktokyoutubepornhub"
